时间,标签（标题),内容,转发数,点赞数,评论数,热评链接
2020-06-14,#广东新增17例境外输入#,【#广东新增17例境外输入#确诊病例 均为入境检疫口岸发现 密接者目前核酸检测均为阴性】13日0—24时，广东省新增境外输入17例确诊病例和4例无症状感染者，均为广州报告，在入境口岸发现，入境后即按闭环管理程序进行管理。6月11日，来自孟加拉国、印度、埃及的3个航班在广州入境，海关部门采样后，全部人员按闭环管理程序转运至集中隔离点。反馈其中21人新冠病毒核酸检测阳性后，即转至广州市第八人民医院隔离治疗，经CT检查和专家会诊，最终诊断17例为确诊病例、4例为无症状感染者。17例确诊病例，其中14例来自孟加拉国，3例来自印度；4例无症状感染者，其中3例来自孟加拉国，1例来自埃及。上述确诊病例和无症状感染者，1例为外国籍，其余均为中国公民。经流行病学调查，在3个航班上共甄别出262名密切接触者，已按规定进行集中隔离医学观察，目前核酸检测结果均为阴性。其余人员按规定集中隔离14天，广东省将严格做好健康管理。目前，广东省组织相关专家对闭环管理全程进行了督导，病例转运车辆和集中隔离酒店均已进行终末消毒，省、市、区卫生健康部门共采集285份环境样本，检测结果均为阴性。广东省将继续密切关注疫情态势，严格落实入境人员的闭环管理，加强口岸检疫、隔离医学观察点、社区排查、发热门诊、医院救治等五道防线，强化对隔离点的督导，规范病例管理，切实做好外防输入工作。截至6月13日24时，广东全省累计报告新冠肺炎确诊病例1625例（境外输入230例）。目前在院27例。,762,5028,706,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2
2020-06-14,#北京新增36例确诊#,#北京新增36例确诊#【#北京新增36例新冠肺炎确诊病例# 转！严防！】6月13日0时至24时，新增报告本地确诊病例36例、无症状感染者1例，无新增疑似病例。截至6月13日24时，累计报告本地确诊病例463例，累计出院411例，在院43例，累计死亡9例。尚在观察的无症状感染者1例。6月13日0时至24时，无新增报告境外输入新冠肺炎确诊病例、疑似病例和无症状感染者。截至6月13日24时，累计报告境外输入确诊病例174例，累计出院173例，在院1例。全市有12个区已连续14天以上无本地报告新增确诊病例，具体为平谷区自有疫情以来无报告病例、延庆区142天、门头沟区132天、怀柔区128天、顺义区126天、密云区123天、石景山区121天、昌平区117天、通州区115天、东城区99天、海淀区82天、朝阳区59天。http://t.cn/A6LL0OGi,7317,13779,1755,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2
2020-06-13,#主播说联播#,#主播说联播#【#一旦病毒冒头精准打击就好#】康辉：今天北京通报疫情最新情况。我们清醒知道，现阶段很难彻底消灭病毒，和它长期共存会是常态。但我们已建立起相对全面的防控体系，也具备较强的检测和追踪能力。一旦病毒冒头，精准打击就好。大家做好自己的事，注意防护，就是对自己和家人最好的保护！ http://t.cn/A6L2W5F9,1276,7644,681,https://weibo.cn/comment/hot/J6v53vMfM?rl=2
2020-06-13,#国家卫健委向北京派出专家组指导防控#,【#国家卫健委向北京派出专家组指导防控#】北京新冠肺炎疫情防控工作领导小组召开会议指出：#北京进入非常时期#。国家卫生健康委专门向北京派出专家组指导防控工作，要在专家组指导下，加强疫情形势分析研判，有针对性地做好防控工作。北京已进入非常时期！蔡奇主持召开防控工作领导小组会并“四不两直”检查新发地疫情处置和防控工作 ,380,3349,267,https://weibo.cn/comment/hot/J6u97wuqw?rl=2
2020-06-13,#世界银行预测全球经济衰退但中国仍增长#,【#世界银行预测全球经济衰退但中国仍增长#】8日，世界银行发布报告：疫情或将使全球经济陷入二战以来最严重衰退，预计全球经济今年收缩5.2%，但中国经济将保持增长。逐渐回归正轨的制造业和服务业和种种利好政策，都显示中国经济在复苏。有外媒评论称，中国的经济复苏“将会令人印象深刻”。 http://t.cn/A6LAdgQT,370,3410,407,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2
2020-06-13,#北京四地区疫情风险等级升为中风险#,【#北京四地区疫情风险等级升为中风险#】据国务院客户端小程序显示，北京市丰台区西罗园街道、花乡（地区）乡；房山区长阳镇；西城区月坛街道疫情风险等级目前已升级为中风险地区。 ,859,2828,453,https://weibo.cn/comment/hot/J6tciy7tl?rl=2
2020-06-13,#北京西城月坛街道升为中风险地区#,【#北京西城月坛街道升为中风险地区#】国务院客户端小程序显示：北京西城区月坛街道疫情风险等级目前已升级为中风险地区。 ,17021,19457,2799,https://weibo.cn/comment/hot/J6sk6x26V?rl=2
2020-06-13,#区域疫情未达到低风险的不开学#,【转发周知！疫情防控常态化下复学复课工作20问！#区域疫情未达到低风险的不开学#】截至9日，#全国已有超1.97亿学生复学复课#。教育部、国家卫健委明确：区域疫情未达到低风险的不开学、学校疫情防控条件不具备不开学；未经学校批准学生一律不准返校、校外无关人员一律不准进校门。详↓（总台央视记者潘虹旭）,909,12640,774,https://weibo.cn/comment/hot/J6qOey087?rl=2
2020-06-13,#将对与新发地市场有密切接触者核酸检测#,【#将对与新发地市场有密切接触者核酸检测#】#北京疫情防控工作发布会#通报：鉴于新发地农贸批发市场中人员发现确诊病例，其环境样本中检测出核酸阳性，北京市决定将对5月30日以来与新发地市场有密切接触的人员开展核酸检测，卫生健康和公安部门正在制订筛查方案，将以区为单位进行筛查，今天将公布。（总台央视记者王小节  何畅  张伟泽 危家煦）http://t.cn/A6LwDkmF,347,3307,523,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2
2020-06-13,#北京丰台已启动战时机制#,【#北京丰台已启动战时机制#】#北京疫情防控工作发布会#通报：6月12日0时至24时，丰台区共报告5例新冠肺炎确诊病例。市区卫生健康委立即对病例进行调查追溯，病例行动轨迹涉及新发地市场部分商户。丰台区迅速启动战时机制，成立现场指挥部，本着人民群众安全和身体健康至上的原则，对新发地市场及周边小区采取封闭管理措施。http://t.cn/A6Lweic7,1218,4985,739,https://weibo.cn/comment/hot/J6quY6yFG?rl=2
2020-06-13,#北京新发地周边11个小区封闭管理#,【#北京新发地周边11个小区封闭管理# 24小时专人值守】#北京疫情防控工作发布会#通报：对新发地市场周边11个小区实施封闭管理措施，落实24小时专人值守。加强重点场所管控，规范各级医疗机构诊疗流程，落实院感防控措施，市场周边三所小学六所幼儿园已返校的班级立刻停课，未返校的班级暂缓复课。http://t.cn/A6LwgB1m,437,2720,474,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2
2020-06-13,#北京丰台确诊病例密接者139人全部隔离#,【#北京丰台确诊病例密接者139人全部隔离#】#北京疫情防控工作发布会#通报：目前已经摸排丰台区确诊病例的密切接触者139人，全部实施集中隔离。紧急扩大检测范围，对市场人员和环境进行采样，共采集市场从业人员咽拭子样本517件，各类物体表面、肉类及肉制品、加工台、清洗池、门把手、垃圾筒等环境样本1901件。http://t.cn/A6LwgKY6,937,9559,994,https://weibo.cn/comment/hot/J6qsrhRXs?rl=2
2020-06-13,#北京新发地45人咽拭子阳性#,【#北京新发地45人咽拭子阳性#】#北京疫情防控工作发布会#通报：在对从业人员主动筛查中，对1940名市场从业人员进行核酸检测，在新发地采集了517件样品中，有45人咽拭子阳性，并在海淀一农贸市场中发现1例阳性，是1例新发地确诊病例的密切接触者。上述46人目前无临床症状，已纳入严密管理和观察中。http://t.cn/A6LwdV1n,76433,170993,7680,https://weibo.cn/comment/hot/J6qoCdiua?rl=2
2020-06-13,#北京新增4例病例均有新发地活动史#,【#北京新增4例病例均有新发地活动史#】#北京疫情防控工作发布会#通报：6月12日16时至24时，北京新增新冠肺炎确诊病例4例，主要情况通报如下↓病例一，某男，38岁，北京西城区人，公司职员，家住北京市房山区长阳镇九州溪雅苑，患者5月30日、6月5日和6日曾骑摩托车至新发地农产品批发市场采购，6月9日出现身体发热、发麻、头疼等症状，最高体温38.6度。11日自驾车到石景山医院发热门诊就诊，12日核酸检测为阳性，经专家会诊为确诊病例，临床分型为轻型。病例二，某男，50岁，河北省保定人，工作单位和现住址均为新发地海鲜冰鲜市场，司机兼进货员。6月6日出现发热、咳嗽等症状，12日就诊北京天坛医院，核酸检测为阳性，经专家会诊为确诊病例，临床分型为重型。病例三，某男，35岁，河北省保定人，工作单位和现住址均为新发地冰鲜海鲜市场，售货员，6月10日出现发热等症状，12日就诊北京天坛医院，核酸检测为阳性，经专家会诊为确诊病例，临床分型为轻型。病例四，某女，27岁，山东省德州人，工作单位为新发地批发市场，个体经营者，现住新发地经营者乐园，6月9日出现发热咳嗽等症状，12日就诊北京友谊医院，核酸检测为阳性，经专家会诊为确诊病例，临床分型为普通型。以上确诊病例已送至市级定点医院进行治疗。http://t.cn/A6LwrKTT,725,5590,695,https://weibo.cn/comment/hot/J6qomkYXN?rl=2
2020-06-13,#北京新增6例本土确诊#,#北京新增6例本土确诊#【直播！#北京疫情防控工作发布会#】今天，北京召开疫情防控例行新闻发布会，市政府相关部门负责人介绍有关情况，并答记者问。关注！#央视新闻微直播#（总台央视记者何畅） 央视新闻的微博视频 . ,13710,107035,4052,https://weibo.cn/comment/hot/J6qfX4KXr?rl=2
2020-06-13,#北京新发地批发市场暂时休市#,#北京新发地批发市场暂时休市#【#北京对新发地市场所有人员进行核酸检测#】北京新冠肺炎疫情防控工作领导小组强调：外防输入既要严格入境进京人员管控，也要加强入境货机管理和入境货物检验检疫。将新发地批发市场作为流调溯源的重中之重，对市场所有人员进行核酸检测，对周边场所进行全面排查。加强肉类、海鲜、果蔬等货物的监测监管，掌握来源及流向。做好保供稳价工作，制定详细工作方案，确保市民生活不受影响。各区对辖区内农副食品批发市场进行环境、食物采样检测，对餐饮场所、零售市场、农贸市场、超市等开展食品安全大检查。对当前防控策略措施从严把握，跨省旅游团、体育赛事等暂停，未复课的小学一、二、三年级暂缓复课。（总台央视记者王小节 张景）,510,5430,696,https://weibo.cn/comment/hot/J6pD3dgh5?rl=2
2020-06-13,#据预测9月美国单日新增死亡或显著上升#,【#据预测9月美国单日新增死亡或显著上升#】当地时间11日，美国华盛顿大学卫生统计评估研究所更新的“新冠肺炎疫情模型”预测结果显示，到10月1日，美国累计新冠肺炎死亡病例可能达到169890例，变化区间为约13.3万例至约29万例。该研究所所长表示，受季节性因素影响，从9月中旬起，单日新增死亡病例数可能会“显著上升”。 http://t.cn/A6LwVX3s,456,3105,359,https://weibo.cn/comment/hot/J6oP5Bagz?rl=2
2020-06-13,#美国新冠肺炎超203万例#,【#美国新冠肺炎超203万例#】据美国约翰斯·霍普金斯大学新冠疫情统计数据，截至美东时间12日14:33，美国新冠肺炎确诊病例为2033003例，死亡病例为114126例。美东时间11日15:38—12日14:33，美国新增确诊病例19063例，新增死亡病例659例。（央视记者许弢） ,455,2269,461,https://weibo.cn/comment/hot/J6ob42igl?rl=2
2020-06-12,#北京市即日起暂停举办各类体育赛事活动#,【#北京市即日起暂停举办各类体育赛事活动#】北京市体育竞赛管理中心发布，根据北京市疫情防控形势的变化，为落实疫情防控工作要求，减少人员流动和聚集给疫情防控带来的风险，切实保障人民身体健康和生命安全，全市自即日起暂停举办各类体育赛事活动。恢复时间安排将另行通知。北京市体育竞赛管理中心关于暂停举办体育赛事活动的紧急通知 ,550,4878,614,https://weibo.cn/comment/hot/J6lGPF90f?rl=2
2020-06-12,#北京人艺经典话剧在线看#,【过瘾！#北京人艺经典话剧在线看#】今天是北京人艺68周年院庆，知名演员蓝天野、@濮存昕 @冯远征 @胡军 等，在线演绎《雷雨》《日出》《北京人》等经典话剧片段。疫情后首次重启大幕，话剧盛宴大串烧。来看↓（总台央视记者曹岩） 央视新闻的微博视频 . ,3336,14382,2544,https://weibo.cn/comment/hot/J6kcS9CrU?rl=2
